drg,type,state,status,epcost
192,DM,AZ,during,1303.0527
192,DM,CA,pre,3862.849343
192,DM,CA,post,2244.852796
192,DM,CA,during,0
192,DM,CO,pre,0
192,DM,CO,post,0
192,DM,CO,during,0
192,DM,CT,pre,4338.104373
192,DM,CT,post,0
192,DM,CT,during,1963.142236
192,DM,DC,pre,0
192,DM,DC,post,0
192,DM,DC,during,0
192,DM,DE,pre,485.0703551
192,DM,DE,post,3130.64251
192,DM,DE,during,6140.499557
192,DM,FL,pre,0
192,DM,FL,post,937.1140744
192,DM,FL,during,4130.131269
192,DM,GA,pre,6491.728029
192,DM,GA,post,5689.461038
192,DM,GA,during,989.3209061
192,DM,HI,pre,0
192,DM,HI,post,3055.672076
192,DM,HI,during,331.6808611
192,DM,IA,pre,1753.600502
192,DM,IA,post,1149.233023
192,DM,IA,during,2284.576937
192,DM,ID,pre,0
192,DM,ID,post,399.8530836
192,DM,ID,during,3299.076342
192,DM,IL,pre,1484.319233
192,DM,IL,post,5601.398744
192,DM,IL,during,0
192,DM,IN,pre,0
192,DM,IN,post,0
192,DM,IN,during,6927.431349
192,DM,KS,pre,6324.643432
192,DM,KS,post,1730.7897
192,DM,KS,during,4873.67511
192,DM,KY,pre,106.865525
192,DM,KY,post,1308.716969
192,DM,KY,during,1085.812958
192,DM,LA,pre,0
192,DM,LA,post,0.103108236
192,DM,LA,during,0
192,DM,MA,pre,2809.447889
192,DM,MA,post,0
192,DM,MA,during,2384.215853
192,DM,ME,pre,542.9720872
192,DM,ME,post,0
192,DM,ME,during,6586.166468
192,DM,MI,pre,1978.062459
192,DM,MI,post,2102.78876
192,DM,MI,during,3940.384143
192,DM,MN,pre,2651.421067
192,DM,MN,post,3777.364881
192,DM,MN,during,1603.54583
192,DM,MO,pre,0
192,DM,MO,post,2674.478352
192,DM,MO,during,3182.150372
192,DM,MS,pre,1457.055984
192,DM,MS,post,2336.700038
192,DM,MS,during,0
192,DM,MT,pre,1243.885933
192,DM,MT,post,1876.763968
192,DM,MT,during,0
192,DM,NC,pre,1580.373781
192,DM,NC,post,1964.674735
192,DM,NC,during,3348.036371
192,DM,ND,pre,672.3357553
192,DM,ND,post,4625.208128
192,DM,ND,during,5082.579414
192,DM,NE,pre,0
192,DM,NE,post,4249.013971
192,DM,NE,during,518.1070141
192,DM,NH,pre,5124.066935
192,DM,NH,post,0
192,DM,NH,during,1735.642163
192,DM,NJ,pre,4786.756557
192,DM,NJ,post,2342.798385
192,DM,NJ,during,0
192,DM,NM,pre,0
192,DM,NM,post,0
192,DM,NM,during,0
192,DM,NV,pre,4352.626757
192,DM,NV,post,3739.169959
192,DM,NV,during,1013.481186
192,DM,NY,pre,0
192,DM,NY,post,7528.075076
192,DM,NY,during,257.2131355
192,DM,OH,pre,0
192,DM,OH,post,1480.743578
192,DM,OH,during,0
192,DM,OK,pre,0
192,DM,OK,post,539.0002622
192,DM,OK,during,5125.002264
192,DM,OR,pre,0
192,DM,OR,post,1720.159436
192,DM,OR,during,493.3468053
192,DM,PA,pre,0
192,DM,PA,post,168.2673763
192,DM,PA,during,2751.093375
192,DM,RI,pre,1347.756968
192,DM,RI,post,5484.718615
192,DM,RI,during,0
192,DM,SC,pre,4818.42578
192,DM,SC,post,870.7136149
192,DM,SC,during,0
192,DM,SD,pre,1297.791716
192,DM,SD,post,61.6813612
192,DM,SD,during,1659.903222
192,DM,TN,pre,1647.293732
192,DM,TN,post,0
192,DM,TN,during,4082.853015
192,DM,TX,pre,694.9738909
192,DM,TX,post,7256.816943
192,DM,TX,during,2681.496645
192,DM,UT,pre,2951.874083
192,DM,UT,post,923.6015307
192,DM,UT,during,2314.423838
192,DM,VA,pre,2176.248842
192,DM,VA,post,2071.155884
192,DM,VA,during,6782.936667
192,DM,VT,pre,1655.756104
192,DM,VT,post,2271.482012
192,DM,VT,during,6058.375077
192,DM,WA,pre,4992.334655
192,DM,WA,post,0
192,DM,WA,during,0
192,DM,WI,pre,3105.951287
192,DM,WI,post,0
192,DM,WI,during,1300.016846
192,DM,WV,pre,699.9387677
192,DM,WV,post,62.22759978
192,DM,WV,during,0
192,DM,WY,pre,0
192,DM,WY,post,2133.297776
192,DM,WY,during,4662.309512
192,HH,AK,pre,0
192,HH,AK,post,4001.653161
192,HH,AK,during,5315.240854
192,HH,AL,pre,5343.975121
192,HH,AL,post,2868.620932
192,HH,AL,during,0
192,HH,AR,pre,2273.573166
192,HH,AR,post,0
192,HH,AR,during,2333.57284
192,HH,AZ,pre,707.8332667
192,HH,AZ,post,0
192,HH,AZ,during,522.2159435
192,HH,CA,pre,4448.028561
192,HH,CA,post,4061.705424
192,HH,CA,during,2861.827759
192,HH,CO,pre,0
192,HH,CO,post,7062.29505
192,HH,CO,during,3646.990308
192,HH,CT,pre,0
192,HH,CT,post,2997.320349
192,HH,CT,during,0
192,HH,DC,pre,3602.930281
192,HH,DC,post,816.3438836
192,HH,DC,during,3439.598118
192,HH,DE,pre,4906.342234
192,HH,DE,post,5495.008547
192,HH,DE,during,0
192,HH,FL,pre,1050.62706
192,HH,FL,post,835.7527391
192,HH,FL,during,0
192,HH,GA,pre,4258.392609
192,HH,GA,post,0
192,HH,GA,during,4761.349604
192,HH,HI,pre,2649.21152
192,HH,HI,post,1965.62584
192,HH,HI,during,0
192,HH,IA,pre,0
192,HH,IA,post,0
192,HH,IA,during,0
192,HH,ID,pre,0
192,HH,ID,post,6.145579941
192,HH,ID,during,0
192,HH,IL,pre,6188.514399
192,HH,IL,post,4046.295331
192,HH,IL,during,0
192,HH,IN,pre,2899.828173
192,HH,IN,post,0
192,HH,IN,during,6147.960426
192,HH,KS,pre,4289.356495
192,HH,KS,post,3985.232374
192,HH,KS,during,2460.945769
192,HH,KY,pre,1512.599806
192,HH,KY,post,88.70256593
192,HH,KY,during,0
192,HH,LA,pre,0
192,HH,LA,post,0
192,HH,LA,during,0
192,HH,MA,pre,992.356365
192,HH,MA,post,0
192,HH,MA,during,211.0036787
192,HH,ME,pre,0
192,HH,ME,post,0
192,HH,ME,during,0
192,HH,MI,pre,939.8688412
192,HH,MI,post,787.724404
192,HH,MI,during,928.6924171
192,HH,MN,pre,8454.128064
192,HH,MN,post,2212.495749
192,HH,MN,during,2538.747932
192,HH,MO,pre,3707.94
192,HH,MO,post,5223.640952
192,HH,MO,during,867.7348513
192,HH,MS,pre,1712.256073
192,HH,MS,post,6627.827288
192,HH,MS,during,0
192,HH,MT,pre,3869.043277
192,HH,MT,post,4672.844768
192,HH,MT,during,3186.040672
192,HH,NC,pre,3691.663592
192,HH,NC,post,2621.439509
192,HH,NC,during,2809.3423
192,HH,ND,pre,5993.03523
192,HH,ND,post,0
192,HH,ND,during,4776.791059
192,HH,NE,pre,5555.224362
192,HH,NE,post,0
192,HH,NE,during,4566.847382
192,HH,NH,pre,1606.81667
192,HH,NH,post,0
192,HH,NH,during,8374.081218
192,HH,NJ,pre,4226.627159
192,HH,NJ,post,454.5260682
192,HH,NJ,during,0
192,HH,NM,pre,3920.955108
192,HH,NM,post,0
192,HH,NM,during,0
192,HH,NV,pre,5730.692516
192,HH,NV,post,0
192,HH,NV,during,7312.633264
192,HH,NY,pre,2090.676241
192,HH,NY,post,1661.142851
192,HH,NY,during,3463.851298
192,HH,OH,pre,4034.239698
192,HH,OH,post,1351.710543
192,HH,OH,during,1350.210767
192,HH,OK,pre,3887.916599
192,HH,OK,post,0
192,HH,OK,during,2084.316244
192,HH,OR,pre,0
192,HH,OR,post,743.9512508
192,HH,OR,during,2618.634664
192,HH,PA,pre,2612.478687
192,HH,PA,post,4476.107844
192,HH,PA,during,0
192,HH,RI,pre,1755.714034
192,HH,RI,post,1921.296908
192,HH,RI,during,4144.919527
192,HH,SC,pre,0
192,HH,SC,post,0
192,HH,SC,during,8583.904454
192,HH,SD,pre,1607.865055
192,HH,SD,post,0
192,HH,SD,during,0
192,HH,TN,pre,1283.517841
192,HH,TN,post,0
192,HH,TN,during,1738.34454
192,HH,TX,pre,3967.987052
192,HH,TX,post,0
192,HH,TX,during,6074.071473
192,HH,UT,pre,0
192,HH,UT,post,0
192,HH,UT,during,3068.223389
192,HH,VA,pre,1259.48904
192,HH,VA,post,0
192,HH,VA,during,0
192,HH,VT,pre,1126.883169
192,HH,VT,post,3395.786122
192,HH,VT,during,0
192,HH,WA,pre,4231.99183
192,HH,WA,post,1925.977664
192,HH,WA,during,1369.205028
192,HH,WI,pre,773.8387021
192,HH,WI,post,4972.36679
192,HH,WI,during,0
192,HH,WV,pre,0
192,HH,WV,post,3319.643976
192,HH,WV,during,5173.665678
192,HH,WY,pre,0
192,HH,WY,post,0
192,HH,WY,during,6481.556312
192,HS,AK,pre,171.8745822
192,HS,AK,post,9580.589675
192,HS,AK,during,5457.889327
192,HS,AL,pre,3640.993396
192,HS,AL,post,0
192,HS,AL,during,1965.768077
192,HS,AR,pre,3491.183925
192,HS,AR,post,1193.861445
192,HS,AR,during,1107.683269
192,HS,AZ,pre,8297.529655
192,HS,AZ,post,0
192,HS,AZ,during,1049.141059
192,HS,CA,pre,3302.748803
192,HS,CA,post,0
192,HS,CA,during,7368.997055
192,HS,CO,pre,0
192,HS,CO,post,1539.88115
192,HS,CO,during,0
192,HS,CT,pre,1019.305167
192,HS,CT,post,0
192,HS,CT,during,2217.626562
192,HS,DC,pre,2308.845818
192,HS,DC,post,3766.613788
192,HS,DC,during,1258.365074
192,HS,DE,pre,2591.830374
192,HS,DE,post,5524.089313
192,HS,DE,during,0
192,HS,FL,pre,3557.033591
192,HS,FL,post,0
192,HS,FL,during,4555.534318
192,HS,GA,pre,2000.450996
192,HS,GA,post,4597.243875
192,HS,GA,during,2454.226169
192,HS,HI,pre,1269.466201
192,HS,HI,post,7800.940658
192,HS,HI,during,5057.598595
192,HS,IA,pre,2261.397311
192,HS,IA,post,6849.361017
192,HS,IA,during,3891.916532
192,HS,IL,pre,7013.497007
192,HS,IL,post,0
192,HS,IL,during,4503.504902
192,HS,IN,pre,2147.433235
192,HS,IN,post,3178.278867
192,HS,IN,during,5879.375129
192,HS,KS,pre,4287.857494
192,HS,KS,post,3524.320485
192,HS,KS,during,745.0384638
192,HS,KY,pre,149.0029574
192,HS,KY,post,0
192,HS,KY,during,1658.549027
192,HS,LA,pre,1487.17586
192,HS,LA,post,546.9441602
192,HS,LA,during,3102.864195
192,HS,MA,pre,1070.512792
192,HS,MA,post,0
192,HS,MA,during,170.2294633
192,HS,ME,pre,1490.413567
192,HS,ME,post,1644.7083
192,HS,ME,during,2355.691783
192,HS,MI,pre,847.9990474
192,HS,MI,post,6904.014497
192,HS,MI,during,0
192,HS,MO,pre,3767.868876
192,HS,MO,post,0
192,HS,MO,during,53.30132887
192,HS,MS,pre,1880.550533
192,HS,MS,post,759.3299132
192,HS,MS,during,0
192,HS,MT,pre,1273.732154
192,HS,MT,post,4776.123197
192,HS,MT,during,1819.86014
192,HS,NC,pre,3344.766831
192,HS,NC,post,9238.535879
192,HS,NC,during,1597.826036
192,HS,NH,pre,0
192,HS,NH,post,1999.538903
192,HS,NH,during,0
192,HS,NJ,pre,0
192,HS,NJ,post,3961.074144
192,HS,NJ,during,4488.472052
192,HS,NM,pre,3188.625901
192,HS,NM,post,1126.200476
192,HS,NM,during,0
192,HS,NV,pre,0
192,HS,NV,post,3756.826431
192,HS,NV,during,3481.265955
192,HS,NY,pre,0
192,HS,NY,post,1274.930542
192,HS,NY,during,0
192,HS,OH,pre,1996.698093
192,HS,OH,post,4197.517395
192,HS,OH,during,0
192,HS,OK,pre,0
192,HS,OK,post,6793.344116
192,HS,OK,during,1199.398589
192,HS,OR,pre,3776.991183
192,HS,OR,post,1923.686265
192,HS,OR,during,0
192,HS,PA,pre,4846.590321
192,HS,PA,post,888.7374151
192,HS,PA,during,5282.967066
192,HS,RI,pre,0
192,HS,RI,post,6021.456034
192,HS,RI,during,0
192,HS,SC,pre,1944.936517
192,HS,SC,post,2076.578908
192,HS,SC,during,267.184873
192,HS,SD,pre,7242.807541
192,HS,SD,post,0
192,HS,SD,during,5213.492403
192,HS,TN,pre,1548.319988
192,HS,TN,post,8096.534983
192,HS,TN,during,0
192,HS,TX,pre,0
192,HS,TX,post,0
192,HS,TX,during,1544.093006
192,HS,UT,pre,0
192,HS,UT,post,0
192,HS,UT,during,5640.315183
192,HS,VA,pre,0
192,HS,VA,post,0
192,HS,VA,during,8449.33763
192,HS,VT,pre,2124.555704
192,HS,VT,post,2585.594686
192,HS,VT,during,1225.983447
192,HS,WA,pre,1671.268344
192,HS,WA,post,6885.200593
192,HS,WA,during,2785.976883
192,HS,WI,pre,1363.666851
192,HS,WI,post,2293.029301
192,HS,WI,during,1202.07074
192,HS,WV,pre,638.9509924
192,HS,WV,post,0
192,HS,WV,during,655.6342287
192,HS,WY,pre,1396.829139
192,HS,WY,post,4980.646587
192,HS,WY,during,7904.350921
192,IP,AK,pre,0
192,IP,AK,post,2159.773979
192,IP,AK,during,3143.777166
192,IP,AL,pre,1512.08752
192,IP,AL,post,2001.109069
192,IP,AL,during,0
192,IP,AR,pre,0
192,IP,AR,post,0
192,IP,AR,during,3916.747304
192,IP,AZ,pre,1661.019625
192,IP,AZ,post,3857.400608
192,IP,AZ,during,0
192,IP,CA,pre,0
192,IP,CA,post,5291.725006
192,IP,CA,during,0
192,IP,CO,pre,409.0794177
192,IP,CO,post,0
192,IP,CO,during,19.53583885
192,IP,CT,pre,4742.515391
192,IP,CT,post,2483.333624
192,IP,CT,during,0
192,IP,DC,pre,4348.966894
192,IP,DC,post,3320.671251
192,IP,DC,during,1108.472863
192,IP,DE,pre,1398.512592
192,IP,DE,post,5474.69237
192,IP,DE,during,3788.446038
192,IP,FL,pre,2006.88034
192,IP,FL,post,1056.195616
192,IP,FL,during,1596.471195
192,IP,GA,pre,5298.216628
192,IP,GA,post,0
192,IP,GA,during,4829.138467
192,IP,HI,pre,4389.536269
192,IP,HI,post,3139.340902
192,IP,HI,during,3078.447946
192,IP,IA,pre,1903.630135
192,IP,IA,post,6963.916221
192,IP,IA,during,0
192,IP,ID,pre,1884.664257
192,IP,ID,post,2462.439679
192,IP,ID,during,1469.153871
192,IP,IL,pre,4316.023399
192,IP,IL,post,1064.586138
192,IP,IL,during,2888.633822
192,IP,IN,pre,0
192,IP,IN,post,4813.046233
192,IP,IN,during,2268.353448
192,IP,KS,pre,0
192,IP,KS,post,1496.203385
192,IP,KS,during,3248.45641
192,IP,KY,pre,7687.791473
192,IP,KY,post,0
192,IP,KY,during,5311.224409
192,IP,LA,pre,1144.425927
192,IP,LA,post,0
192,IP,LA,during,2874.227944
192,IP,MA,pre,2250.689421
192,IP,MA,post,2112.247738
192,IP,MA,during,5488.989939
192,IP,ME,pre,3909.245477
192,IP,ME,post,1906.978268
192,IP,ME,during,274.519565
192,IP,MI,pre,1178.95987
192,IP,MI,post,4764.211701
192,IP,MI,during,0
192,IP,MN,pre,0
192,IP,MN,post,0
192,IP,MN,during,1707.987327
192,IP,MO,pre,2272.58026
192,IP,MO,post,0
192,IP,MO,during,0
192,IP,MS,pre,0
192,IP,MS,post,0
192,IP,MS,during,2353.054562
192,IP,MT,pre,0
192,IP,MT,post,3139.364293
192,IP,MT,during,0
192,IP,NC,pre,4132.741557
192,IP,NC,post,4185.686078
192,IP,NC,during,0
192,IP,ND,pre,0
192,IP,ND,post,0
192,IP,ND,during,268.3463696
192,IP,NE,pre,1391.762158
192,IP,NE,post,647.8435167
192,IP,NE,during,0
192,IP,NH,pre,0
192,IP,NH,post,4098.996895
192,IP,NH,during,2412.982055
192,IP,NJ,pre,711.7856751
192,IP,NJ,post,902.3459288
192,IP,NJ,during,0
192,IP,NM,pre,570.0671579
192,IP,NM,post,235.4649262
192,IP,NM,during,0
192,IP,NV,pre,0
192,IP,NV,post,2798.45521
192,IP,NV,during,2793.645864
192,IP,NY,pre,2063.985181
192,IP,NY,post,2140.903768
192,IP,NY,during,0
192,IP,OH,pre,4488.967775
192,IP,OH,post,594.5853071
192,IP,OH,during,0
192,IP,OK,pre,2508.35606
192,IP,OK,post,0
192,IP,OK,during,0
192,IP,OR,pre,5796.916534
192,IP,OR,post,0
192,IP,OR,during,5276.938589
192,IP,PA,pre,0
192,IP,PA,post,4707.755217
192,IP,PA,during,0
192,IP,RI,pre,1533.168517
192,IP,RI,post,2719.42213
192,IP,RI,during,4522.257034
192,IP,SC,pre,2336.925093
192,IP,SC,post,6682.808643
192,IP,SC,during,0
192,IP,SD,pre,7302.005793
192,IP,SD,post,4572.010595
192,IP,SD,during,1689.334114
192,IP,TN,pre,2659.117251
192,IP,TN,post,0
192,IP,TN,during,4406.228319
192,IP,TX,pre,507.54948
192,IP,TX,post,858.7288112
192,IP,TX,during,5261.618282
192,IP,UT,pre,0
192,IP,UT,post,0
192,IP,UT,during,0
192,IP,VA,pre,4513.250701
192,IP,VA,post,723.9479266
192,IP,VA,during,2751.989334
192,IP,VT,pre,6155.298944
192,IP,VT,post,0
192,IP,VT,during,7922.752452
192,IP,WA,pre,4799.677236
192,IP,WA,post,2420.802227
192,IP,WA,during,3855.473401
192,IP,WI,pre,3720.852211
192,IP,WI,post,5121.781
192,IP,WI,during,3337.295924
192,IP,WV,pre,312.6448092
192,IP,WV,post,1764.591569
192,IP,WV,during,406.0211647
192,IP,WY,pre,4766.431948
192,IP,WY,post,0
192,IP,WY,during,673.5411837
192,OP,AK,pre,1749.975151
192,OP,AK,post,1544.275923
192,OP,AK,during,5225.864599
192,OP,AL,pre,0
192,OP,AL,post,835.4041291
192,OP,AL,during,0
192,OP,AR,pre,3204.794447
192,OP,AR,post,0
192,OP,AR,during,0
192,OP,AZ,pre,0
192,OP,AZ,post,0
192,OP,AZ,during,0
192,OP,CA,pre,0
192,OP,CA,post,4757.513519
192,OP,CA,during,0
192,OP,CO,pre,3334.293179
192,OP,CO,post,0
192,OP,CO,during,3307.10629
192,OP,CT,pre,0
192,OP,CT,post,0
192,OP,CT,during,0
192,OP,DC,pre,1939.318296
192,OP,DC,post,5881.480408
192,OP,DC,during,0
192,OP,DE,pre,0
192,OP,DE,post,1850.82823
192,OP,DE,during,985.9705423
192,OP,FL,pre,582.8965605
192,OP,FL,post,0
192,OP,FL,during,5949.658188
192,OP,GA,pre,2684.93804
192,OP,GA,post,2146.683289
192,OP,GA,during,0
192,OP,HI,pre,3459.113935
192,OP,HI,post,2275.824866
192,OP,HI,during,2736.922314
192,OP,IA,pre,0
192,OP,IA,post,4239.966939
192,OP,IA,during,654.9178724
192,OP,ID,pre,4555.28024
192,OP,ID,post,3123.87121
192,OP,ID,during,3556.073266
192,OP,IL,pre,3169.325283
192,OP,IL,post,2477.49596
192,OP,IL,during,3320.22551
192,OP,IN,pre,1069.39226
192,OP,IN,post,4006.291198
192,OP,IN,during,3306.603069
192,OP,KS,pre,0
192,OP,KS,post,1736.386199
192,OP,KS,during,3782.661948
192,OP,KY,pre,2640.626399
192,OP,KY,post,257.0004441
192,OP,KY,during,2899.356257
192,OP,LA,pre,1842.356783
192,OP,LA,post,2365.783497
192,OP,LA,during,3048.926297
192,OP,MA,pre,0
192,OP,MA,post,2936.517093
192,OP,MA,during,0
192,OP,ME,pre,211.747429
192,OP,ME,post,2400.250085
192,OP,ME,during,4150.572048
192,OP,MI,pre,3166.760522
192,OP,MI,post,2364.146617
192,OP,MI,during,5139.709026
192,OP,MN,pre,1868.238459
192,OP,MN,post,0
192,OP,MN,during,0
192,OP,MO,pre,1113.395912
192,OP,MO,post,3695.714336
192,OP,MO,during,1898.936811
192,OP,MS,pre,118.959427
192,OP,MS,post,1461.003014
192,OP,MS,during,2564.74271
192,OP,MT,pre,2662.418743
192,OP,MT,post,3254.003401
192,OP,MT,during,5666.606081
192,OP,NC,pre,3332.182884
192,OP,NC,post,0
192,OP,NC,during,0
192,OP,ND,pre,3201.83274
192,OP,ND,post,0
192,OP,ND,during,0
192,OP,NE,pre,0
192,OP,NE,post,3170.917027
192,OP,NE,during,3741.594126
192,OP,NH,pre,1673.908028
192,OP,NH,post,7891.668862
192,OP,NH,during,255.6742733
192,OP,NJ,pre,1138.178891
192,OP,NJ,post,5771.856891
192,OP,NJ,during,2736.653745
192,OP,NM,pre,0
192,OP,NM,post,0
192,OP,NM,during,3110.778507
192,OP,NV,pre,1540.523721
192,OP,NV,post,0
192,OP,NV,during,4433.169927
192,OP,NY,pre,0
192,OP,NY,post,6010.403051
192,OP,NY,during,4325.985094
192,OP,OH,pre,951.09901
192,OP,OH,post,0
192,OP,OH,during,2291.513113
192,OP,OK,pre,4362.780511
192,OP,OK,post,1607.126888
192,OP,OK,during,4538.332468
192,OP,OR,pre,791.4038718
192,OP,OR,post,4559.99751
192,OP,OR,during,5295.590756
192,OP,PA,pre,1203.723381
192,OP,PA,post,5103.131521
192,OP,PA,during,6098.638627
192,OP,RI,pre,0
192,OP,RI,post,34.84966041
192,OP,RI,during,1456.915009
192,OP,SC,pre,1987.110483
192,OP,SC,post,4547.725267
192,OP,SC,during,4415.341489
192,OP,SD,pre,3167.604047
192,OP,SD,post,5682.422847
192,OP,SD,during,2761.195529
192,OP,TN,pre,0
192,OP,TN,post,0
192,OP,TN,during,6475.668457
192,OP,TX,pre,4827.312968
192,OP,TX,post,1459.168484
192,OP,TX,during,1860.355129
192,OP,UT,pre,0
192,OP,UT,post,3778.701826
192,OP,UT,during,8349.379382
192,OP,VA,pre,3438.327611
192,OP,VA,post,0
192,OP,VA,during,5419.132294
192,OP,VT,pre,0
192,OP,VT,post,0
192,OP,VT,during,0
192,OP,WA,pre,0
192,OP,WA,post,940.8826565
192,OP,WA,during,3623.397476
192,OP,WI,pre,727.1211965
192,OP,WI,post,0
192,OP,WI,during,3200.993184
192,OP,WV,pre,0
192,OP,WV,post,791.2046183
192,OP,WV,during,0
192,OP,WY,pre,0
192,OP,WY,post,0
192,OP,WY,during,3250.542951
192,OPRev,AK,pre,3024.383112
192,OPRev,AK,post,4896.773946
192,OPRev,AK,during,1457.507091
192,OPRev,AL,pre,4102.114701
192,OPRev,AL,post,0
192,OPRev,AL,during,1129.882409
192,OPRev,AR,pre,4886.628666
192,OPRev,AR,post,0
192,OPRev,AR,during,706.795173
192,OPRev,AZ,pre,3807.154408
192,OPRev,AZ,post,7548.97401
192,OPRev,AZ,during,636.4493036
192,OPRev,CA,pre,0
192,OPRev,CA,post,9384.59028
192,OPRev,CA,during,0
192,OPRev,CO,pre,4162.081947
192,OPRev,CO,post,1831.858166
192,OPRev,CO,during,4882.626862
192,OPRev,CT,pre,2128.622103
192,OPRev,CT,post,0
192,OPRev,CT,during,2721.38256
192,OPRev,DC,pre,3916.669004
192,OPRev,DC,post,0
192,OPRev,DC,during,0
192,OPRev,DE,pre,0
192,OPRev,DE,post,4652.4109
192,OPRev,DE,during,2519.260522
192,OPRev,FL,pre,5472.541751
192,OPRev,FL,post,2402.597283
192,OPRev,FL,during,0
192,OPRev,GA,pre,4548.120749
192,OPRev,GA,post,0
192,OPRev,GA,during,2887.045054
192,OPRev,HI,pre,5422.299384
192,OPRev,HI,post,0
192,OPRev,HI,during,2863.164456
192,OPRev,IA,pre,0
192,OPRev,IA,post,1240.698682
192,OPRev,IA,during,3601.032215
192,OPRev,ID,pre,4384.725279
192,OPRev,ID,post,6706.566426
192,OPRev,ID,during,898.2522849
192,OPRev,IL,pre,46.5747497
192,OPRev,IL,post,1584.990961
192,OPRev,IL,during,0
192,OPRev,IN,pre,0
192,OPRev,IN,post,0
192,OPRev,IN,during,5196.218715
192,OPRev,KS,pre,0
192,OPRev,KS,post,0
192,OPRev,KS,during,4584.858478
192,OPRev,KY,pre,0
192,OPRev,KY,post,2592.619376
192,OPRev,KY,during,0
192,OPRev,LA,pre,6311.576162
192,OPRev,LA,post,603.1628263
192,OPRev,LA,during,2556.016097
192,OPRev,MA,pre,4221.977703
192,OPRev,MA,post,0
192,OPRev,MA,during,2686.433418
192,OPRev,ME,pre,5313.061178
192,OPRev,ME,post,509.3123365
192,OPRev,ME,during,0
192,OPRev,MI,pre,5970.472391
192,OPRev,MI,post,3756.565561
192,OPRev,MI,during,0
192,OPRev,MN,pre,3571.504307
192,OPRev,MN,post,0
192,OPRev,MN,during,0
192,OPRev,MO,pre,1794.669332
192,OPRev,MO,post,4819.159779
192,OPRev,MO,during,966.2950617
192,OPRev,MS,pre,5261.647492
192,OPRev,MS,post,3088.155213
192,OPRev,MS,during,2851.737841
192,OPRev,MT,pre,2490.306979
192,OPRev,MT,post,0
192,OPRev,MT,during,0
192,OPRev,NC,pre,0
192,OPRev,NC,post,3821.651396
192,OPRev,NC,during,0
192,OPRev,ND,pre,0
192,OPRev,ND,post,0
192,OPRev,ND,during,3063.197578
192,OPRev,NE,pre,4467.460271
192,OPRev,NE,post,6834.940823
192,OPRev,NE,during,0
192,OPRev,NH,pre,1476.187697
192,OPRev,NH,post,4864.498867
192,OPRev,NH,during,3861.179696
192,OPRev,NJ,pre,4838.304621
192,OPRev,NJ,post,0
192,OPRev,NJ,during,2985.719715
192,OPRev,NM,pre,1269.211207
192,OPRev,NM,post,0
192,OPRev,NM,during,1457.355254
192,OPRev,NV,pre,3562.662332
192,OPRev,NV,post,2942.909792
192,OPRev,NV,during,2860.967963
192,OPRev,NY,pre,2603.641952
192,OPRev,NY,post,3076.819363
192,OPRev,NY,during,6096.943969
192,OPRev,OH,pre,0
192,OPRev,OH,post,430.7437467
192,OPRev,OH,during,0
192,OPRev,OK,pre,4839.201457
192,OPRev,OK,post,6806.043021
192,OPRev,OK,during,5148.637852
192,OPRev,OR,pre,2201.694758
192,OPRev,OR,post,0
192,OPRev,OR,during,1878.117274
192,OPRev,PA,pre,2751.512901
192,OPRev,PA,post,7281.373684
192,OPRev,PA,during,0
192,OPRev,RI,pre,0
192,OPRev,RI,post,4676.773513
192,OPRev,RI,during,0
192,OPRev,SC,pre,1957.131446
192,OPRev,SC,post,5328.362938
192,OPRev,SC,during,1490.695209
192,OPRev,SD,pre,3498.009102
192,OPRev,SD,post,0
192,OPRev,SD,during,0
192,OPRev,TN,pre,2714.130452
192,OPRev,TN,post,4018.904101
192,OPRev,TN,during,2590.875253
192,OPRev,TX,pre,5026.139893
192,OPRev,TX,post,1238.220695
192,OPRev,TX,during,2313.188889
192,OPRev,UT,pre,485.1071919
192,OPRev,UT,post,0
192,OPRev,UT,during,134.2003336
192,OPRev,VA,pre,7762.853302
192,OPRev,VA,post,0
192,OPRev,VA,during,6922.222815
192,OPRev,VT,pre,0
192,OPRev,VT,post,0
192,OPRev,VT,during,3838.227416
192,OPRev,WA,pre,3555.725807
192,OPRev,WA,post,1010.38287
192,OPRev,WA,during,0
192,OPRev,WI,pre,780.9362455
192,OPRev,WI,post,0
192,OPRev,WI,during,1849.155228
192,OPRev,WV,pre,2359.724256
192,OPRev,WV,post,0
192,OPRev,WV,during,11349.86454
192,OPRev,WY,pre,8.879060136
192,OPRev,WY,post,0
192,OPRev,WY,during,0
192,PB,AK,pre,1314.526599
192,PB,AK,post,886.705396
192,PB,AK,during,2018.65309
192,PB,AL,pre,0
192,PB,AL,post,0
192,PB,AL,during,0
192,PB,AR,pre,1581.414156
192,PB,AR,post,5521.005608
192,PB,AR,during,0
192,PB,AZ,pre,8056.716985
192,PB,AZ,post,3764.652992
192,PB,AZ,during,3351.25203
192,PB,CA,pre,3083.65043
192,PB,CA,post,995.9595942
192,PB,CA,during,5960.129383
192,PB,CO,pre,0
192,PB,CO,post,6398.890653
192,PB,CO,during,0
192,PB,CT,pre,1834.926095
192,PB,CT,post,3128.665929
192,PB,CT,during,2057.249696
192,PB,DC,pre,758.3506248
192,PB,DC,post,5368.62308
192,PB,DC,during,3395.368169
192,PB,DE,pre,1552.335502
192,PB,DE,post,0
192,PB,DE,during,1765.906215
