drg,type,hrrnum,status,epcost
62,SN,379,during,0
62,SN,382,pre,821.384914
62,SN,382,post,0
62,SN,382,during,0
62,SN,385,pre,0
62,SN,385,post,524.1200429
62,SN,385,during,0
62,SN,388,pre,7119.966483
62,SN,388,post,229.463052
62,SN,388,during,834.3127144
62,SN,390,pre,0
62,SN,390,post,1031.634263
62,SN,390,during,323.9929663
62,SN,391,pre,1582.890894
62,SN,391,post,0
62,SN,391,during,0
62,SN,393,pre,0
62,SN,393,post,5175.161807
62,SN,393,during,0
62,SN,394,pre,3151.831492
62,SN,394,post,0
62,SN,394,during,6136.618064
62,SN,396,pre,0
62,SN,396,post,0
62,SN,396,during,2139.3804
62,SN,397,pre,0
62,SN,397,post,0
62,SN,397,during,0
62,SN,399,pre,1989.016911
62,SN,399,post,1635.410799
62,SN,399,during,2189.718432
62,SN,412,pre,777.8936553
62,SN,412,post,1842.055826
62,SN,412,during,1665.843412
62,SN,413,pre,0
62,SN,413,post,496.8388722
62,SN,413,during,1191.270105
62,SN,416,pre,3453.959523
62,SN,416,post,0
62,SN,416,during,984.8422695
62,SN,417,pre,5942.625436
62,SN,417,post,2184.716989
62,SN,417,during,0
62,SN,418,pre,0
62,SN,418,post,737.2991247
62,SN,418,during,4929.34031
62,SN,420,pre,2172.562151
62,SN,420,post,410.5758849
62,SN,420,during,2692.064926
62,SN,421,pre,1015.596122
62,SN,421,post,0
62,SN,421,during,1248.869112
62,SN,422,pre,0
62,SN,422,post,9048.618379
62,SN,422,during,3361.935499
62,SN,426,pre,2614.979211
62,SN,426,post,0
62,SN,426,during,203.5737536
62,SN,427,pre,2458.850153
62,SN,427,post,3876.159406
62,SN,427,during,8106.417205
62,SN,429,pre,4293.477569
62,SN,429,post,0
62,SN,429,during,1373.170255
62,SN,430,pre,1315.623587
62,SN,430,post,4665.353482
62,SN,430,during,4577.448612
62,SN,431,pre,135.8429512
62,SN,431,post,5634.000535
62,SN,431,during,0
62,SN,435,pre,0
62,SN,435,post,1851.330684
62,SN,435,during,386.5377263
62,SN,437,pre,0
62,SN,437,post,2310.372045
62,SN,437,during,0
62,SN,438,pre,3646.560226
62,SN,438,post,0
62,SN,438,during,1346.12128
62,SN,439,pre,4164.445474
62,SN,439,post,0
62,SN,439,during,0
62,SN,440,pre,633.0905656
62,SN,440,post,1745.65153
62,SN,440,during,5980.149707
62,SN,441,pre,3561.783666
62,SN,441,post,5624.622761
62,SN,441,during,1126.450204
62,SN,443,pre,0
62,SN,443,post,2869.961202
62,SN,443,during,0
62,SN,449,pre,2371.437833
62,SN,449,post,1253.644472
62,SN,449,during,5317.974284
62,SN,451,pre,4005.104489
62,SN,451,post,2592.884857
62,SN,451,during,4678.542598
190,DM,1,pre,6139.853997
190,DM,1,post,3251.076581
190,DM,1,during,3860.122429
190,DM,2,pre,0
190,DM,2,post,6869.552488
190,DM,2,during,3508.475664
190,DM,5,pre,1857.146375
190,DM,5,post,0
190,DM,5,during,3330.534226
190,DM,6,pre,1876.860376
190,DM,6,post,5164.030703
190,DM,6,during,0
190,DM,7,pre,0
190,DM,7,post,2963.849866
190,DM,7,during,4195.58676
190,DM,9,pre,0
190,DM,9,post,3599.084463
190,DM,9,during,4875.161469
190,DM,10,pre,1894.251658
190,DM,10,post,0
190,DM,10,during,1344.360952
190,DM,11,pre,0
190,DM,11,post,1885.669899
190,DM,11,during,0
190,DM,12,pre,0
190,DM,12,post,6904.041161
190,DM,12,during,0
190,DM,14,pre,0
190,DM,14,post,5990.543673
190,DM,14,during,8540.580203
190,DM,15,pre,3462.92272
190,DM,15,post,0
190,DM,15,during,3423.859808
190,DM,16,pre,614.0634335
190,DM,16,post,3849.707476
190,DM,16,during,3880.643779
190,DM,18,pre,2017.946179
190,DM,18,post,821.8027711
190,DM,18,during,1678.192363
190,DM,19,pre,939.2805872
190,DM,19,post,5886.890999
190,DM,19,during,1956.342806
190,DM,21,pre,3281.223822
190,DM,21,post,0
190,DM,21,during,2398.130795
190,DM,22,pre,2131.516647
190,DM,22,post,2484.737484
190,DM,22,during,5870.461562
190,DM,23,pre,870.9595322
190,DM,23,post,2803.78298
190,DM,23,during,2881.096918
190,DM,25,pre,8684.298898
190,DM,25,post,3686.635958
190,DM,25,during,2872.65944
190,DM,31,pre,628.6450055
190,DM,31,post,1153.054708
190,DM,31,during,791.6443783
190,DM,33,pre,0
190,DM,33,post,7655.069396
190,DM,33,during,0
190,DM,43,pre,3045.386452
190,DM,43,post,4106.289758
190,DM,43,during,0
190,DM,56,pre,0
190,DM,56,post,1474.894831
190,DM,56,during,0
190,DM,58,pre,4149.778558
190,DM,58,post,2335.708914
190,DM,58,during,3351.020151
190,DM,62,pre,1767.692001
190,DM,62,post,0
190,DM,62,during,7734.481647
190,DM,65,pre,0
190,DM,65,post,6454.737174
190,DM,65,during,148.3510063
190,DM,69,pre,1658.040854
190,DM,69,post,337.04199
190,DM,69,during,0
190,DM,73,pre,1831.24498
190,DM,73,post,2566.592901
190,DM,73,during,342.7350516
190,DM,77,pre,1259.099425
190,DM,77,post,0
190,DM,77,during,0
190,DM,78,pre,566.7610863
190,DM,78,post,2452.529159
190,DM,78,during,3258.649703
190,DM,79,pre,163.4830614
190,DM,79,post,0
190,DM,79,during,3537.344836
190,DM,80,pre,0
190,DM,80,post,1391.510178
190,DM,80,during,1600.538311
190,DM,81,pre,0
190,DM,81,post,1709.104954
190,DM,81,during,0
190,DM,82,pre,0
190,DM,82,post,7328.500047
190,DM,82,during,0
190,DM,83,pre,4111.269315
190,DM,83,post,0
190,DM,83,during,0
190,DM,85,pre,3464.419063
190,DM,85,post,7651.858422
190,DM,85,during,2255.551931
190,DM,86,pre,4234.60187
190,DM,86,post,5780.493586
190,DM,86,during,0
190,DM,87,pre,0
190,DM,87,post,0
190,DM,87,during,1190.140235
190,DM,89,pre,302.9603397
190,DM,89,post,4762.79764
190,DM,89,during,0.195880439
190,DM,91,pre,5364.079923
190,DM,91,post,529.2141387
190,DM,91,during,5026.520562
190,DM,96,pre,5488.56165
190,DM,96,post,4999.182979
190,DM,96,during,7856.147682
190,DM,101,pre,4082.425499
190,DM,101,post,8306.183031
190,DM,101,during,2875.716729
190,DM,102,pre,0
190,DM,102,post,3205.904268
190,DM,102,during,0
190,DM,103,pre,5350.131773
190,DM,103,post,836.0259143
190,DM,103,during,3021.897164
190,DM,104,pre,8926.334839
190,DM,104,post,5897.235754
190,DM,104,during,0
190,DM,105,pre,2124.250187
190,DM,105,post,3595.014789
190,DM,105,during,2012.283454
190,DM,106,pre,5575.288535
190,DM,106,post,4769.704328
190,DM,106,during,3867.722515
190,DM,107,pre,2000.007336
190,DM,107,post,8180.171075
190,DM,107,during,0
190,DM,109,pre,2170.012778
190,DM,109,post,0
190,DM,109,during,7353.306638
190,DM,110,pre,1918.568711
190,DM,110,post,3920.277053
190,DM,110,during,0
190,DM,111,pre,0
190,DM,111,post,0
190,DM,111,during,1266.145761
190,DM,112,pre,4308.499677
190,DM,112,post,4854.312943
190,DM,112,during,0
190,DM,113,pre,1943.703374
190,DM,113,post,0
190,DM,113,during,1806.066422
190,DM,115,pre,360.1433839
190,DM,115,post,0
190,DM,115,during,9011.043281
190,DM,116,pre,0
190,DM,116,post,4657.664933
190,DM,116,during,4312.350655
190,DM,118,pre,3572.429576
190,DM,118,post,9038.898761
190,DM,118,during,4362.709224
190,DM,119,pre,1656.018682
190,DM,119,post,828.6188568
190,DM,119,during,0
190,DM,120,pre,0
190,DM,120,post,4410.782842
190,DM,120,during,0
190,DM,122,pre,2439.08033
190,DM,122,post,0
190,DM,122,during,7801.824246
190,DM,123,pre,1078.259361
190,DM,123,post,1495.967485
190,DM,123,during,3121.620598
190,DM,124,pre,1193.85003
190,DM,124,post,4269.190796
190,DM,124,during,186.6213002
190,DM,127,pre,2987.953472
190,DM,127,post,363.6790414
190,DM,127,during,3347.086332
190,DM,129,pre,1173.016712
190,DM,129,post,3346.512274
190,DM,129,during,3258.604063
190,DM,130,pre,539.11703
190,DM,130,post,0
190,DM,130,during,0
190,DM,131,pre,6482.288484
190,DM,131,post,6889.749902
190,DM,131,during,2984.754206
190,DM,133,pre,2504.324371
190,DM,133,post,2816.76584
190,DM,133,during,3575.088291
190,DM,134,pre,0
190,DM,134,post,7562.866685
190,DM,134,during,0
190,DM,137,pre,8036.012949
190,DM,137,post,0
190,DM,137,during,2969.779085
190,DM,139,pre,4895.214376
190,DM,139,post,0
190,DM,139,during,0
190,DM,140,pre,9153.949663
190,DM,140,post,0
190,DM,140,during,97.38866428
190,DM,141,pre,2352.580606
190,DM,141,post,0
190,DM,141,during,0
190,DM,142,pre,0
190,DM,142,post,6548.440164
190,DM,142,during,5379.83112
190,DM,144,pre,2455.401021
190,DM,144,post,0
190,DM,144,during,3215.295133
190,DM,145,pre,3191.159449
190,DM,145,post,3783.334392
190,DM,145,during,5439.594724
190,DM,146,pre,750.5887377
190,DM,146,post,5387.626881
190,DM,146,during,9494.959721
190,DM,147,pre,3668.700365
190,DM,147,post,2034.384437
190,DM,147,during,4277.062852
190,DM,148,pre,4507.022009
190,DM,148,post,3127.570139
190,DM,148,during,6827.930003
190,DM,149,pre,0
190,DM,149,post,1684.817604
190,DM,149,during,3006.008893
190,DM,150,pre,0
190,DM,150,post,0
190,DM,150,during,0
190,DM,151,pre,5472.692652
190,DM,151,post,5036.543725
190,DM,151,during,2968.050432
190,DM,152,pre,1323.145269
190,DM,152,post,0
190,DM,152,during,4425.583785
190,DM,154,pre,4819.674925
190,DM,154,post,2309.413138
190,DM,154,during,4146.055429
190,DM,155,pre,0
190,DM,155,post,5060.625961
190,DM,155,during,4524.275651
190,DM,156,pre,5199.593707
190,DM,156,post,1875.61764
190,DM,156,during,0
190,DM,158,pre,1780.422521
190,DM,158,post,0
190,DM,158,during,5919.764652
190,DM,161,pre,4260.115346
190,DM,161,post,3532.566373
190,DM,161,during,2530.84891
190,DM,163,pre,0
190,DM,163,post,1699.875029
190,DM,163,during,2582.874614
190,DM,164,pre,1633.207709
190,DM,164,post,2377.827321
190,DM,164,during,1515.198851
190,DM,166,pre,638.8257739
190,DM,166,post,0
190,DM,166,during,2538.80525
190,DM,170,pre,0
190,DM,170,post,2929.30688
190,DM,170,during,369.7226388
190,DM,171,pre,1491.180045
190,DM,171,post,1729.415738
190,DM,171,during,127.4371755
190,DM,172,pre,0
190,DM,172,post,0
190,DM,172,during,6574.956807
190,DM,173,pre,0
190,DM,173,post,2256.393107
190,DM,173,during,743.9888668
190,DM,175,pre,474.4944386
190,DM,175,post,441.7034388
190,DM,175,during,0
190,DM,179,pre,6520.714914
190,DM,179,post,1918.246507
190,DM,179,during,7983.141129
190,DM,180,pre,684.437712
190,DM,180,post,0
190,DM,180,during,322.0516642
190,DM,181,pre,3616.41528
190,DM,181,post,407.3283184
190,DM,181,during,1075.173526
190,DM,183,pre,0
190,DM,183,post,479.3422153
190,DM,183,during,0
190,DM,184,pre,0
190,DM,184,post,2902.549859
190,DM,184,during,1816.239186
190,DM,185,pre,0
190,DM,185,post,213.1270117
190,DM,185,during,4820.257978
190,DM,186,pre,4263.762907
190,DM,186,post,4806.964234
190,DM,186,during,6947.015528
190,DM,187,pre,0
190,DM,187,post,1944.816232
190,DM,187,during,2731.072579
190,DM,188,pre,3607.3084
190,DM,188,post,2762.968803
190,DM,188,during,5619.283511
190,DM,190,pre,5776.859779
190,DM,190,post,4047.78237
190,DM,190,during,2261.522935
190,DM,191,pre,6796.246657
190,DM,191,post,505.9490611
190,DM,191,during,0
190,DM,192,pre,0
190,DM,192,post,3763.268922
190,DM,192,during,5107.67425
190,DM,193,pre,0
190,DM,193,post,5.578287393
190,DM,193,during,0
190,DM,194,pre,1842.269262
190,DM,194,post,809.8228885
190,DM,194,during,2372.340064
190,DM,195,pre,1518.517338
190,DM,195,post,7147.345988
190,DM,195,during,0
190,DM,196,pre,2439.52607
190,DM,196,post,0
190,DM,196,during,3229.927415
190,DM,197,pre,989.5206851
190,DM,197,post,0
190,DM,197,during,5309.994001
190,DM,200,pre,1846.042357
190,DM,200,post,435.2291927
190,DM,200,during,2392.148735
190,DM,201,pre,0
190,DM,201,post,753.5536053
190,DM,201,during,0
190,DM,203,pre,739.0827087
190,DM,203,post,165.761158
190,DM,203,during,147.6155892
190,DM,204,pre,3561.238023
190,DM,204,post,0
190,DM,204,during,5070.748115
190,DM,205,pre,0
190,DM,205,post,1298.18455
190,DM,205,during,1083.650465
190,DM,207,pre,1236.357451
190,DM,207,post,0
190,DM,207,during,0
190,DM,208,pre,0
190,DM,208,post,3097.226109
190,DM,208,during,3879.554483
190,DM,209,pre,3997.246877
190,DM,209,post,0
190,DM,209,during,2149.401952
190,DM,210,pre,1757.526985
190,DM,210,post,3255.519041
190,DM,210,during,4013.018285
190,DM,212,pre,5364.276849
190,DM,212,post,4624.802158
190,DM,212,during,0
190,DM,213,pre,0
190,DM,213,post,5604.575006
190,DM,213,during,1760.822947
190,DM,214,pre,19.10964874
190,DM,214,post,1182.402066
190,DM,214,during,4650.339109
190,DM,216,pre,6347.396847
190,DM,216,post,1364.155395
190,DM,216,during,260.6772816
190,DM,217,pre,3181.966134
190,DM,217,post,4234.336124
190,DM,217,during,0
190,DM,218,pre,2915.574338
190,DM,218,post,1493.691083
190,DM,218,during,5415.686823
190,DM,219,pre,0
190,DM,219,post,0
190,DM,219,during,3551.510824
190,DM,220,pre,0
190,DM,220,post,3076.620373
190,DM,220,during,3049.264571
190,DM,221,pre,0
190,DM,221,post,0
190,DM,221,during,4036.604171
190,DM,222,pre,6553.706268
190,DM,222,post,3374.666349
190,DM,222,during,1958.760695
190,DM,225,pre,2366.758997
190,DM,225,post,9.471114254
190,DM,225,during,656.2502985
190,DM,227,pre,2785.355185
190,DM,227,post,690.9851088
190,DM,227,during,1908.776214
190,DM,230,pre,1090.405162
190,DM,230,post,0
190,DM,230,during,4387.230462
190,DM,231,pre,1445.774244
190,DM,231,post,6178.316295
190,DM,231,during,0
190,DM,232,pre,2086.691357
190,DM,232,post,0
190,DM,232,during,8536.766677
190,DM,233,pre,3786.964685
190,DM,233,post,2728.42304
190,DM,233,during,4460.548386
190,DM,234,pre,1836.528648
190,DM,234,post,0
190,DM,234,during,2833.02536
190,DM,235,pre,6920.823808
190,DM,235,post,0
190,DM,235,during,3612.241929
190,DM,236,pre,4702.732186
190,DM,236,post,903.1229146
190,DM,236,during,2712.042011
190,DM,238,pre,4820.500963
190,DM,238,post,1493.793298
190,DM,238,during,2788.225731
190,DM,239,pre,1618.387805
190,DM,239,post,4991.969548
190,DM,239,during,7686.737372
190,DM,240,pre,6655.387349
190,DM,240,post,84.48512578
190,DM,240,during,1652.286954
190,DM,242,pre,1302.429602
190,DM,242,post,3195.163423
190,DM,242,during,4934.597773
190,DM,243,pre,7749.644266
190,DM,243,post,4930.036112
190,DM,243,during,2707.377876
190,DM,244,pre,5062.056867
190,DM,244,post,8542.301794
190,DM,244,during,7941.67665
190,DM,245,pre,3698.193001
190,DM,245,post,4701.83463
190,DM,245,during,2163.380328
190,DM,246,pre,128.6747332
190,DM,246,post,4271.287874
190,DM,246,during,2774.771803
190,DM,248,pre,5497.396011
190,DM,248,post,4970.514579
190,DM,248,during,2508.371175
190,DM,249,pre,0
190,DM,249,post,2449.658997
190,DM,249,during,2831.944646
190,DM,250,pre,0
190,DM,250,post,3687.402268
190,DM,250,during,0
190,DM,251,pre,0
190,DM,251,post,0
190,DM,251,during,6806.824747
190,DM,253,pre,821.2598347
190,DM,253,post,346.3678248
190,DM,253,during,5740.484003
190,DM,254,pre,4784.867212
190,DM,254,post,3465.738293
190,DM,254,during,3079.207794
190,DM,256,pre,8291.04031
190,DM,256,post,0
190,DM,256,during,0
190,DM,257,pre,5612.579582
190,DM,257,post,0
190,DM,257,during,3825.696016
190,DM,258,pre,2269.188183
190,DM,258,post,3122.085805
190,DM,258,during,0
190,DM,259,pre,3129.752586
190,DM,259,post,666.8329123
190,DM,259,during,1456.298225
190,DM,260,pre,0
190,DM,260,post,0
190,DM,260,during,2547.55346
190,DM,261,pre,0
190,DM,261,post,2281.806265
190,DM,261,during,0
190,DM,262,pre,2663.52689
190,DM,262,post,0
190,DM,262,during,5216.251271
190,DM,263,pre,0
190,DM,263,post,633.6889658
190,DM,263,during,186.054283
190,DM,264,pre,4574.215821
190,DM,264,post,1410.093159
190,DM,264,during,6397.842652
190,DM,267,pre,5558.945187
190,DM,267,post,1339.377834
190,DM,267,during,1983.614611
190,DM,268,pre,3366.78881
190,DM,268,post,0
190,DM,268,during,981.5412709
190,DM,270,pre,5878.754188
190,DM,270,post,7283.217685
190,DM,270,during,4113.466839
190,DM,273,pre,0
190,DM,273,post,3816.752091
190,DM,273,during,2437.725362
190,DM,274,pre,0
190,DM,274,post,987.5162013
190,DM,274,during,5365.115261
190,DM,275,pre,2835.481128
190,DM,275,post,252.0186076
190,DM,275,during,0
190,DM,276,pre,0
190,DM,276,post,0
190,DM,276,during,5326.385614
190,DM,277,pre,0
190,DM,277,post,0
190,DM,277,during,0
190,DM,278,pre,2162.49171
190,DM,278,post,0
190,DM,278,during,0
190,DM,279,pre,6957.902748
190,DM,279,post,6032.119462
190,DM,279,during,1905.231286
190,DM,280,pre,0
190,DM,280,post,0
190,DM,280,during,0
190,DM,281,pre,6918.95516
190,DM,281,post,6035.881998
190,DM,281,during,3494.578905
190,DM,282,pre,2563.46625
190,DM,282,post,1626.474523
190,DM,282,during,0
190,DM,283,pre,2314.113817
190,DM,283,post,2351.110357
190,DM,283,during,3095.978699
190,DM,284,pre,693.7488052
190,DM,284,post,0
190,DM,284,during,0
190,DM,285,pre,0
190,DM,285,post,3972.724485
190,DM,285,during,0
190,DM,288,pre,1239.893257
190,DM,288,post,1657.844052
190,DM,288,during,519.233379
190,DM,289,pre,1994.431729
190,DM,289,post,101.8938565
190,DM,289,during,589.5272003
190,DM,291,pre,670.2807623
190,DM,291,post,4240.513368
190,DM,291,during,0
190,DM,292,pre,2270.84995
190,DM,292,post,2070.065795
190,DM,292,during,1833.570003
190,DM,293,pre,0
190,DM,293,post,2639.761724
190,DM,293,during,0
190,DM,295,pre,6528.290361
190,DM,295,post,709.7645847
190,DM,295,during,0
190,DM,296,pre,1900.984203
190,DM,296,post,4230.048698
190,DM,296,during,0
190,DM,297,pre,0
190,DM,297,post,0
190,DM,297,during,5135.472276
190,DM,299,pre,3383.201926
190,DM,299,post,0
190,DM,299,during,3319.056541
190,DM,300,pre,503.479757
190,DM,300,post,149.2275636
190,DM,300,during,4782.945918
190,DM,301,pre,4452.026821
190,DM,301,post,0
190,DM,301,during,1484.190532
190,DM,303,pre,3649.602543
190,DM,303,post,433.9679439
190,DM,303,during,0
190,DM,304,pre,3806.462017
190,DM,304,post,0
190,DM,304,during,6183.648394
190,DM,307,pre,0
190,DM,307,post,2004.037533
190,DM,307,during,0
190,DM,308,pre,2084.999472
190,DM,308,post,5183.317482
190,DM,308,during,2620.53424
190,DM,309,pre,0
190,DM,309,post,346.9147958
190,DM,309,during,7887.352311
190,DM,311,pre,1183.020795
190,DM,311,post,625.15252
190,DM,311,during,3641.985107
190,DM,312,pre,2441.187873
190,DM,312,post,2510.805
190,DM,312,during,3254.146226
190,DM,313,pre,5446.533066
190,DM,313,post,0
190,DM,313,during,7339.975205
190,DM,314,pre,1478.344013
190,DM,314,post,5705.406256
190,DM,314,during,2116.185618
190,DM,315,pre,4923.22105
190,DM,315,post,0
190,DM,315,during,2204.640141
190,DM,318,pre,5221.778747
190,DM,318,post,9733.15792
190,DM,318,during,1650.505586
190,DM,319,pre,2137.272548
190,DM,319,post,4278.982484
190,DM,319,during,2161.805897
190,DM,320,pre,1941.036614
190,DM,320,post,0
190,DM,320,during,0
190,DM,321,pre,0
190,DM,321,post,446.4715984
190,DM,321,during,513.2746064
190,DM,322,pre,4616.239863
190,DM,322,post,0
190,DM,322,during,2748.124919
190,DM,323,pre,1141.836051
190,DM,323,post,0
190,DM,323,during,319.0998513
190,DM,324,pre,0
190,DM,324,post,0
190,DM,324,during,5002.381021
190,DM,325,pre,3870.87045
190,DM,325,post,3895.448253
190,DM,325,during,0
190,DM,326,pre,4584.126112
190,DM,326,post,529.0762036
190,DM,326,during,990.6691337
190,DM,327,pre,2802.157112
190,DM,327,post,0
190,DM,327,during,0
190,DM,328,pre,824.012353
190,DM,328,post,6054.442592
190,DM,328,during,3012.302165
190,DM,329,pre,0
190,DM,329,post,0
190,DM,329,during,3583.127047
190,DM,330,pre,2209.565588
190,DM,330,post,6408.922674
190,DM,330,during,385.3020927
190,DM,331,pre,3029.727915
190,DM,331,post,3661.111415
190,DM,331,during,5364.001597
190,DM,332,pre,0
190,DM,332,post,5960.983958
190,DM,332,during,1157.927111
190,DM,334,pre,0
190,DM,334,post,7262.299876
190,DM,334,during,629.4068556
190,DM,335,pre,0
190,DM,335,post,1802.469427
190,DM,335,during,7627.819196
190,DM,336,pre,2546.422907
190,DM,336,post,5391.291222
190,DM,336,during,7102.085921
190,DM,339,pre,1201.860351
190,DM,339,post,3484.697232
190,DM,339,during,0
190,DM,340,pre,2733.211963
190,DM,340,post,0
190,DM,340,during,1461.201075
190,DM,341,pre,0
190,DM,341,post,4758.494757
190,DM,341,during,35.7450965
190,DM,342,pre,3088.555299
190,DM,342,post,6732.885922
190,DM,342,during,0
190,DM,343,pre,0
190,DM,343,post,2593.87608
190,DM,343,during,1211.154618
190,DM,344,pre,4097.262018
190,DM,344,post,0
190,DM,344,during,2306.072926
190,DM,345,pre,0
190,DM,345,post,2683.717008
190,DM,345,during,0
190,DM,346,pre,0
190,DM,346,post,5143.724719
190,DM,346,during,5268.491965
190,DM,347,pre,0
190,DM,347,post,3079.715231
190,DM,347,during,0
190,DM,350,pre,6136.493172
190,DM,350,post,0
190,DM,350,during,5718.11742
190,DM,351,pre,1750.277978
190,DM,351,post,6237.380957
190,DM,351,during,5153.743889
190,DM,352,pre,3339.084445
190,DM,352,post,1073.705073
190,DM,352,during,4534.965217
190,DM,354,pre,485.7102829
190,DM,354,post,0
190,DM,354,during,4137.729634
190,DM,355,pre,0
190,DM,355,post,2609.673561
190,DM,355,during,1872.366906
190,DM,356,pre,4278.307932
190,DM,356,post,0
190,DM,356,during,2797.873438
190,DM,357,pre,0
190,DM,357,post,0
190,DM,357,during,3838.993702
190,DM,358,pre,621.8801896
190,DM,358,post,6779.911093
190,DM,358,during,0
190,DM,359,pre,1533.041183
190,DM,359,post,1427.592563
190,DM,359,during,926.1581275
190,DM,360,pre,0
190,DM,360,post,3212.683136
190,DM,360,during,5178.806061
190,DM,362,pre,4208.466287
190,DM,362,post,6179.732238
190,DM,362,during,4036.962953
190,DM,363,pre,3129.812762
190,DM,363,post,2834.278952
190,DM,363,during,4971.347451
190,DM,364,pre,1748.708978
190,DM,364,post,2940.203724
190,DM,364,during,0
190,DM,365,pre,0
190,DM,365,post,0
190,DM,365,during,0
190,DM,366,pre,6061.52441
190,DM,366,post,4627.9155
190,DM,366,during,1580.345348
190,DM,367,pre,0
190,DM,367,post,3849.060568
190,DM,367,during,0
190,DM,368,pre,3755.810628
190,DM,368,post,1087.319488
190,DM,368,during,86.57951192
190,DM,369,pre,1257.785455
190,DM,369,post,2438.448417
190,DM,369,during,2679.874811
190,DM,370,pre,0
190,DM,370,post,1984.303578
190,DM,370,during,31.54285132
190,DM,371,pre,3432.84289
190,DM,371,post,5225.620017
190,DM,371,during,2468.896522
190,DM,373,pre,4326.327192
190,DM,373,post,2535.047489
190,DM,373,during,1796.194939
190,DM,374,pre,0
190,DM,374,post,4308.707403
190,DM,374,during,806.8655457
190,DM,375,pre,2306.486768
190,DM,375,post,0
190,DM,375,during,4816.610374
190,DM,376,pre,0
190,DM,376,post,5628.624427
190,DM,376,during,2017.081499
190,DM,377,pre,0
190,DM,377,post,2211.783937
190,DM,377,during,2789.084444
190,DM,379,pre,2529.416623
190,DM,379,post,3901.01499
190,DM,379,during,839.0183591
190,DM,380,pre,0
190,DM,380,post,388.0008369
190,DM,380,during,4610.392812
190,DM,382,pre,3512.469632
190,DM,382,post,5724.501792
190,DM,382,during,2695.109987
190,DM,383,pre,0
190,DM,383,post,0
190,DM,383,during,0
190,DM,385,pre,0
190,DM,385,post,59.43298497
190,DM,385,during,3854.021666
190,DM,386,pre,6642.12912
190,DM,386,post,1889.457823
190,DM,386,during,122.1750959
190,DM,388,pre,0
190,DM,388,post,2779.999364
190,DM,388,during,0
190,DM,390,pre,7695.892523
190,DM,390,post,1731.427476
190,DM,390,during,398.3988251
190,DM,391,pre,0
190,DM,391,post,7474.58765
190,DM,391,during,1568.806935
190,DM,393,pre,987.8037746
190,DM,393,post,1925.885355
190,DM,393,during,0
190,DM,394,pre,3831.827994
190,DM,394,post,3486.738091
190,DM,394,during,0
190,DM,396,pre,1287.087195
190,DM,396,post,5728.563649
190,DM,396,during,7527.263181
190,DM,397,pre,4164.882357
190,DM,397,post,0
190,DM,397,during,0
190,DM,399,pre,1712.170094
190,DM,399,post,0
190,DM,399,during,3.785570229
190,DM,400,pre,1143.586459
190,DM,400,post,5332.873023
190,DM,400,during,2798.886211
190,DM,402,pre,7186.785976
190,DM,402,post,2525.658569
190,DM,402,during,0
190,DM,406,pre,8559.712441
190,DM,406,post,1302.811586
190,DM,406,during,0
190,DM,411,pre,0
190,DM,411,post,0
190,DM,411,during,7078.158534
190,DM,412,pre,4688.161132
190,DM,412,post,1913.175872
190,DM,412,during,1905.632246
190,DM,413,pre,0
190,DM,413,post,9678.12572
190,DM,413,during,0
190,DM,416,pre,665.397172
190,DM,416,post,0
190,DM,416,during,3478.404628
190,DM,417,pre,1079.562217
190,DM,417,post,3293.621291
190,DM,417,during,7724.765392
190,DM,418,pre,0
190,DM,418,post,0
190,DM,418,during,0
190,DM,420,pre,3299.743545
190,DM,420,post,1899.206752
190,DM,420,during,4625.451182
190,DM,421,pre,3671.166446
190,DM,421,post,0
190,DM,421,during,616.7737261
190,DM,422,pre,965.3031425
190,DM,422,post,573.9221602
190,DM,422,during,783.9289538
190,DM,423,pre,0
190,DM,423,post,1863.40985
190,DM,423,during,5836.792781
190,DM,424,pre,9.633471508
190,DM,424,post,2519.380117
190,DM,424,during,4742.897201
190,DM,426,pre,4335.012351
190,DM,426,post,1164.494821
190,DM,426,during,0
190,DM,427,pre,5860.521027
190,DM,427,post,0
190,DM,427,during,7443.059157
190,DM,428,pre,496.2383973
190,DM,428,post,2013.647799
190,DM,428,during,0
190,DM,429,pre,2960.95598
190,DM,429,post,1301.057313
190,DM,429,during,5154.814056
190,DM,430,pre,713.4577904
190,DM,430,post,1695.10247
190,DM,430,during,0
190,DM,431,pre,185.0584401
190,DM,431,post,0
190,DM,431,during,0
190,DM,432,pre,2444.097233
190,DM,432,post,2818.368234
190,DM,432,during,5334.120064
190,DM,435,pre,0
190,DM,435,post,0
190,DM,435,during,0
190,DM,437,pre,4483.694406
190,DM,437,post,847.5515132
190,DM,437,during,5359.526817
190,DM,438,pre,0
190,DM,438,post,2696.656142
190,DM,438,during,2558.146197
190,DM,439,pre,0
190,DM,439,post,2304.48844
190,DM,439,during,2147.450294
190,DM,440,pre,2953.200742
190,DM,440,post,1014.82158
190,DM,440,during,577.6515261
190,DM,441,pre,0
190,DM,441,post,0
190,DM,441,during,774.2059667
190,DM,442,pre,1585.092971
190,DM,442,post,2572.434394
190,DM,442,during,0
190,DM,443,pre,2781.885057
190,DM,443,post,3606.284299
190,DM,443,during,2075.127562
190,DM,444,pre,3258.400022
190,DM,444,post,7430.85846
190,DM,444,during,0
190,DM,445,pre,1136.592842
190,DM,445,post,3606.74352
190,DM,445,during,0
190,DM,446,pre,5614.92593
190,DM,446,post,0
190,DM,446,during,0
190,DM,447,pre,112.5715738
